,smiles,chembl_id,pIC50
1812,Cn1cc(-c2cnc3ccc(NC(=O)NCCCC(C)(C)c4ccccc4)nc3n2)cn1,CHEMBL3671107,8.522878745280337
1813,CCCn1cc(-c2cnc3ccc(NC(=O)N[C@H](C)CCCc4ccccc4)nc3n2)cn1,CHEMBL3671108,8.397940008672037
1814,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3cn[nH]c3)nc2n1,CHEMBL3671109,8.397940008672037
1815,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(N3CCCC3)nc2n1,CHEMBL3671110,8.301029995663981
1816,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(N3CCCC3)nc2n1,CHEMBL3671111,8.301029995663981
1817,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3ccc(O)c(F)c3)nc2n1,CHEMBL3671112,8.221848749616356
1818,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3cccc(CO)c3)nc2n1,CHEMBL3671113,8.221848749616356
1819,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(N3CCOCC3)nc2n1,CHEMBL3671114,8.221848749616356
1820,Cc1n[nH]c(C)c1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1,CHEMBL3671115,8.221848749616356
1821,COc1ccc(-c2cnc3ccc(NC(=O)NCCCCc4ccccc4)nc3n2)cc1OC,CHEMBL3671116,8.221848749616356
1822,COc1ccccc1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1,CHEMBL3671117,8.221848749616356
1823,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3cnn(C)c3)nc2n1,CHEMBL3671118,8.221848749616356
1824,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3cccc(CO)c3)nc2n1,CHEMBL3671119,8.221848749616356
1825,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3cnn(CCO)c3)nc2n1,CHEMBL3671120,8.397940008672037
1826,COc1cc(-c2cnc3ccc(NC(=O)NCCCCc4ccccc4)nc3n2)ccc1C(=O)O,CHEMBL3671121,9.0
1827,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc2n1,CHEMBL3671122,9.0
1828,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3cccc(C(=O)O)c3)nc2n1,CHEMBL3671123,8.397940008672037
1829,N[C@@H](Cc1ccc(-c2cnc3ccc(NC(=O)NCCCCc4ccccc4)nc3n2)cc1)C(=O)O,CHEMBL3671124,8.301029995663981
1830,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3cccc(C(=O)O)c3)nc2n1,CHEMBL3671125,8.522878745280337
1831,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3ccc(OCCOCCO)cc3)nc2n1,CHEMBL3671126,7.4089353929735005
1832,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3ccc(OCCN4CCOCC4)cc3)nc2n1,CHEMBL3671127,7.3872161432802645
1833,COCc1cccc(-c2cnc3ccc(NC(=O)N[C@H](C)CCCc4ccccc4)nc3n2)c1,CHEMBL3671128,7.619788758288394
1834,CCNC(=O)Nc1ccc2ncc(-c3cccc(O)c3)nc2n1,CHEMBL3695657,6.0
1835,C=CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,CHEMBL3695615,7.119186407719209
1836,C=CCNC(=S)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,CHEMBL3695616,6.406713932979542
1837,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,CHEMBL3695617,8.221848749616356
1838,CNC(=S)Nc1ccc2ncc(-c3ccc(N)cc3)nc2n1,CHEMBL3695618,5.6020599913279625
1839,CCN(C(C)=O)C(=O)Nc1ccc2ncc(-c3ccccc3)nc2n1,CHEMBL3695619,5.022276394711152
1840,CCNC(=O)Nc1ccc2ncc(-c3ccc(N)cc3)nc2n1,CHEMBL3695620,6.025028005701931
1841,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)c(OC)c3)nc2n1,CHEMBL3695663,7.2076083105017466
1842,O=C(NCCCCO)Nc1ccc2ncc(-c3ccccc3)nc2n1,CHEMBL3695621,6.809668301829708
1843,O=C(NCCCO)Nc1ccc2ncc(-c3ccccc3)nc2n1,CHEMBL3695622,6.148130399270234
1844,CCNC(=O)Nc1ccc2ncc(-c3ccc(OCCCN4CCOCC4)cc3)nc2n1,CHEMBL3695623,5.7447274948966935
1845,CCNC(=S)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,CHEMBL3695624,6.020451625295905
1846,CCNC(=O)Nc1ccc2ncc(-c3cccc(O)c3)nc2n1,CHEMBL3695657,6.982966660701219
1847,CCNC(=O)Nc1ccc2ncc(-c3cccc(C(=O)O)c3)nc2n1,CHEMBL3695625,5.721246399047171
1848,CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)c(OC)c3)nc2n1,CHEMBL3695626,6.027334407733889
1849,CCNC(=O)Nc1ccc2ncc(-c3ccc(N)c(OC)c3)nc2n1,CHEMBL3695627,6.22767829327708
1850,CCNC(=O)Nc1ccc2ncc(-c3cccc(C(N)=O)c3)nc2n1,CHEMBL3695628,4.0
1851,CCNC(=O)Nc1ccc2ncc(-c3cc(Cl)c(O)c(OC)c3)nc2n1,CHEMBL3695661,6.860120913598763
1852,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)cc3)nc2n1,CHEMBL3695629,4.0
1853,CCNC(=O)Nc1ccc2ncc(Nc3ccc(Cl)cc3)nc2n1,CHEMBL3695630,4.0
1854,CCNC(=O)Nc1ccc2ncc(Nc3cccnc3)nc2n1,CHEMBL3695631,4.0
1855,CCNC(=O)Nc1ccc2ncc(Nc3ccc(CC)cc3)nc2n1,CHEMBL3695632,4.0
1856,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)c(OC)c3)nc2n1,CHEMBL3695633,4.570247719997592
1857,CCNC(=O)Nc1ccc2ncc(Nc3ccc(O)cc3)nc2n1,CHEMBL3695634,4.707743928643524
1858,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)cn3)nc2n1,CHEMBL3695635,4.7121982700697735
1859,CCNC(=O)Nc1ccc2ncc(Nc3ccn(C)n3)nc2n1,CHEMBL3695636,4.863279432843593
1860,CCNC(=O)Nc1ccc2ncc(Nc3ccc(F)cc3)nc2n1,CHEMBL3695637,4.0
1861,COc1cc(-c2cnc3ccc(NC(=O)NCCCCO)nc3n2)ccc1O,CHEMBL3695638,6.823908740944319
1862,CCNC(=O)Nc1ccc2ncc(-c3ccc(O)cc3Cl)nc2n1,CHEMBL3695639,6.987162775294828
1863,CCNC(=O)Nc1ccc2ncc(-c3ccc(Cl)cc3OC)nc2n1,CHEMBL3695640,7.075720713938118
1864,CCNC(=O)Nc1ccc2ncc(-c3c(C)n[nH]c3C)nc2n1,CHEMBL3695641,6.3872161432802645
1865,CCNC(=O)Nc1ccc2ncc(-c3cnn(C)c3)nc2n1,CHEMBL3695642,6.97061622231479
1866,CCNC(=O)Nc1ccc2ncc(-c3ccc(C#N)s3)nc2n1,CHEMBL3695643,5.309803919971486
1867,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)c(Cl)c3)nc2n1,CHEMBL3695644,4.500312917381596
1868,CCNC(=O)Nc1ccc2ncc(Nc3cnc4ccccc4c3)nc2n1,CHEMBL3639945,5.096910013008056
1869,CCNC(=O)Nc1ccc2ncc(Nc3cc(OC)cc(OC)c3)nc2n1,CHEMBL3695645,4.804100347590766
1870,CCNC(=O)Nc1ccc2ncc(Nc3cnccn3)nc2n1,CHEMBL3695646,5.769551078621726
1871,CCNC(=O)Nc1ccc2ncc(Nc3cccc(OC(C)C)c3)nc2n1,CHEMBL3695647,4.500312917381596
1872,CCNC(=O)Nc1ccc2ncc(-c3ccc(OS(=O)(=O)c4ccc(C)cc4)c(OC)c3)nc2n1,CHEMBL3695648,6.692503962086787
1873,CCNC(=O)Nc1ccc2ncc(Nc3ccnc(Cl)c3)nc2n1,CHEMBL3695649,4.0
1874,CCNC(=O)Nc1ccc2ncc(Nc3cc(Cl)c(O)c(Cl)c3)nc2n1,CHEMBL3695650,4.500312917381596
1875,CCNC(=O)Nc1ccc2ncc(-c3cc(Cl)c(O)c(Cl)c3)nc2n1,CHEMBL3695651,6.651695136951839
1876,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)c(OC)c3)nc2n1,CHEMBL3695652,4.779891911959945
1877,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C)c(O)c3)nc2n1,CHEMBL3695653,4.0
1878,CCNC(=O)Nc1ccc2ncc(Nc3cc(C(=O)O)cc(C(F)(F)F)c3)nc2n1,CHEMBL3695654,4.692503962086787
1879,CCNC(=O)Nc1ccc2ncc(Nc3ccc(OC)nc3)nc2n1,CHEMBL3695655,4.0
1880,CCNC(=O)Nc1ccc2ncc(Nc3ccc(C#N)cc3)nc2n1,CHEMBL3695656,4.500312917381596
1881,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)C1,CHEMBL2408790,9.544089759617258
1882,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)ccn1,CHEMBL2408789,9.68930668765664
1883,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4)ncc23)ccn1,CHEMBL2408788,9.069968385049027
1884,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](C)c4ccc(F)cc4)ncc23)ccn1,CHEMBL3703711,9.465973893943865
1885,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CO)c4ccccc4)ncc23)ccn1,CHEMBL3703715,9.406492410668235
1886,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(Cl)cc4)ncc23)ccn1,CHEMBL3654670,9.255237762934422
1887,COCCCc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654672,8.596193389452578
1888,CCCc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654673,8.793713955587567
1889,Cc1cc(-c2n[nH]c3cc(NC(N)=O)ncc23)ccn1,CHEMBL3654674,8.699621935129297
1890,C[C@@H](NC(=O)Nc1cc2[nH]ncc2cn1)c1ccc(F)cc1,CHEMBL3654675,6.07805354577059
1891,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccccc1,CHEMBL3654676,8.708631149548417
1892,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(Cl)cc4)ncc23)ccn1,CHEMBL3654677,9.290221398151775
1893,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc(Cl)c4)ncc23)ccn1,CHEMBL3654678,9.14697138528701
1894,CC(C)Oc1ccc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)cn1,CHEMBL3654679,8.440332721611941
1895,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnn(C)c3)c2cn1)c1ccccc1,CHEMBL3654680,9.476773958034299
1896,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccccc1,CHEMBL3654681,9.07037674848476
1897,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)cc(C)n1,CHEMBL3654682,9.537003387971945
1898,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc5ccccc45)ncc23)ccn1,CHEMBL3654683,8.406713932979542
1899,COc1ccc(CNC(=O)Nc2cc3[nH]nc(-c4ccc(F)cc4)c3cn2)cc1OC,CHEMBL3654684,7.8195873671616765
1900,NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1,CHEMBL3654685,8.775725985705742
1901,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CC4)ncc23)ccn1,CHEMBL3654686,8.677367288307776
1902,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)(C)C)ncc23)ccn1,CHEMBL3654687,7.486915639534856
1903,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4(O)CC4)ncc23)ccn1,CHEMBL3654688,8.004277078004534
1904,Cc1cc(-c2n[nH]c3cc(NC(=O)NC=C4CC4)ncc23)ccn1,CHEMBL3654689,6.318125877871353
1905,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CNC4)ncc23)ccn1,CHEMBL3654690,7.219970872662662
1906,COCCNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,CHEMBL3654691,8.538051504796238
1907,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C4CC4)C(F)(F)F)ncc23)ccn1,CHEMBL3654692,8.348528147800957
1908,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cncn4C)ncc23)ccn1,CHEMBL3654693,7.848017604542526
1909,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4csc(C)n4)ncc23)ccn1,CHEMBL3654694,9.029560137048236
1910,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ncccn4)ncc23)ccn1,CHEMBL3654695,7.7972393126068
1911,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc5ccccc5c4)ncc23)ccn1,CHEMBL3654696,8.562725202589876
1912,Cc1cc(-c2n[nH]c3cc(NC(=O)N(C)Cc4cccnc4)ncc23)ccn1,CHEMBL3654697,6.117532385104629
1913,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCc4ccccn4)ncc23)ccn1,CHEMBL3654698,8.631341287607773
1914,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnccn4)ncc23)ccn1,CHEMBL3654699,8.253599355508438
1915,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4cccnc4)ncc23)ccn1,CHEMBL3654700,8.98296666070122
1916,COCCN(Cc1cccnc1)C(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,CHEMBL3654701,6.046192002334693
1917,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cncc(F)c4)ncc23)ccn1,CHEMBL3654702,8.99956592252068
1918,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(F)cccc4F)ncc23)ccn1,CHEMBL3654703,9.183957659078004
1919,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cccc(F)c4)ncc23)ccn1,CHEMBL3654704,9.610479534153622
1920,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(C(F)(F)F)cc4)ncc23)ccn1,CHEMBL3654705,8.18575240426808
1921,Cc1cc(-c2n[nH]c3cc(NC(=O)Nc4ccc(NCCc5ccccc5)nn4)ncc23)ccn1,CHEMBL3654706,7.455683858252573
1922,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(F)c(Cl)c4)ncc23)ccn1,CHEMBL3654707,9.386158178123932
1923,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(F)c3)c2cn1)c1ccc(Cl)cc1,CHEMBL3654708,8.73471037413917
1924,O=C(NCc1ccc(F)c(Cl)c1)Nc1cc2[nH]nc(-c3ccnc(F)c3)c2cn1,CHEMBL3654709,8.999132278468773
1925,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnn(C)c3)c2cn1)c1ccc(Cl)cc1,CHEMBL3654710,9.288952396132967
1926,Cn1cc(-c2n[nH]c3cc(NC(=O)NCc4ccc(F)c(Cl)c4)ncc23)cn1,CHEMBL3654711,9.599980364934842
1927,Cc1cc(-c2n[nH]c3cc(NC(=O)Nc4ccccc4)ncc23)ccn1,CHEMBL3654712,6.896538377905295
1928,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc4nn(C)cc4c3)c2cn1)c1cccc(Cl)c1,CHEMBL3654713,9.17250149186654
1929,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc4nn(C)cc4c3)c2cn1)c1ccc(F)cc1,CHEMBL3654714,9.393081474051709
1930,Cn1cc2cc(-c3n[nH]c4cc(NC(=O)NCc5ccc(F)c(Cl)c5)ncc34)ccc2n1,CHEMBL3654715,9.232028278618381
1931,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc4nn(C)cc4c3)c2cn1)c1ccc(Cl)cc1,CHEMBL3654716,9.25057290087825
1932,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(C#N)cc3)c2cn1)c1ccccc1,CHEMBL3654717,8.976336081802206
1933,C/C=C/c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654718,9.368049173740783
1934,C[C@@H](NC(=O)Nc1cc2[nH]nc(Br)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654719,6.97387548325455
1935,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccc(F)c(Cl)c4)ncc23)ccn1,CHEMBL3654720,9.364516253185087
1936,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)(C)c4ccc(Cl)cc4)ncc23)ccn1,CHEMBL3654721,7.99012436628784
1937,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(=O)n(C)c3)c2cn1)c1ccc(F)cc1,CHEMBL3654722,9.799149501908923
1938,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnn(C)c3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654723,9.149476291121006
1939,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654724,8.029792641193145
1940,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cn[nH]c3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654725,9.219538667138282
1941,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(Cl)c3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654726,8.579054594078027
1942,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cccc(Cl)c3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654727,7.2512694439015055
1943,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccc(Cl)cc5)CCOCC4)ncc23)ccn1,CHEMBL3654728,7.821886747685368
1944,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5ccccc54)ncc23)ccn1,CHEMBL3654729,8.268733650924508
1945,Cc1cc(-c2n[nH]c3c(Br)c(NC(=O)N[C@H](C)c4ccccc4)ncc23)ccn1,CHEMBL3654730,7.462432742847325
1946,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnc(N)nc3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654731,8.506681391767899
1947,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(F)c3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654732,8.719649306953995
1948,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccc(F)c(Cl)c1,CHEMBL3654733,7.9677842967020185
1949,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(C#N)cc3)c2cn1)c1ccc(F)cc1,CHEMBL3654734,8.484258583330634
1950,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(C#N)cc3)c2cn1)c1cccc(Cl)c1,CHEMBL3654735,8.214172080004134
1951,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccc(Cl)cc5)CC4)ncc23)ccn1,CHEMBL3654736,7.525929496784957
1952,Cc1cc(-c2n[nH]c3c(Br)c(NC(=O)N[C@H](C)c4ccc(Cl)cc4)ncc23)ccn1,CHEMBL3654737,6.341893164493607
1953,Cc1nc2ccc(-c3n[nH]c4cc(NC(=O)N[C@H](C)c5ccccc5)ncc34)cc2s1,CHEMBL3654738,9.126156466776564
1954,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc4c(c3)OCCO4)c2cn1)c1ccccc1,CHEMBL3654739,8.93704216591549
1955,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(S(C)(=O)=O)cc3)c2cn1)c1ccccc1,CHEMBL3654740,8.875169850586142
1956,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccn(C)n3)c2cn1)c1ccccc1,CHEMBL3654741,8.659952682338607
1957,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)cnn1,CHEMBL3654742,9.05655495097497
1958,Cc1cc(-c2n[nH]c3c(Cl)c(NC(=O)NCc4ccccc4)ncc23)ccn1,CHEMBL3654743,8.204467557289846
1959,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cc[n+]([O-])cc3)c2cn1)c1ccccc1,CHEMBL3654744,9.416801226031378
1960,Cc1cc(-c2n[nH]c3cc(NC(=S)NCc4ccccc4)ncc23)ccn1,CHEMBL3654745,7.924088238517222
1961,Cc1cc(-c2n[nH]c3c(F)c(NC(=O)N[C@H](C)c4ccccc4)ncc23)ccn1,CHEMBL3654746,9.628747370875061
1962,COCCNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654747,7.970210529168145
1963,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCc3nc4ccncc4[nH]3)c2cn1)c1ccccc1,CHEMBL3654748,8.261774551857496
1964,CSC1CN(C(=O)c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)C1,CHEMBL3654749,6.299988937677887
1965,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3(N(C)C)CCC3)c2cn1)c1ccccc1,CHEMBL3654750,6.676129393459491
1966,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)N3CC(=O)N(C)C3)c2cn1)c1ccccc1,CHEMBL3654751,7.218747405751543
1967,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3CCOC3)c2cn1)c1ccccc1,CHEMBL3654752,8.417255034308724
1968,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCc3cccnn3)c2cn1)c1ccccc1,CHEMBL3654753,8.59294918519575
1969,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC(O)C(F)F)c2cn1)c1ccccc1,CHEMBL3654754,8.348140730753052
1970,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3(O)CC3)c2cn1)c1ccccc1,CHEMBL3654755,8.19531548509306
1971,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC(F)(F)CN3CCOCC3)c2cn1)c1ccccc1,CHEMBL3654756,8.184887341810187
1972,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCCC3(O)CCCC3)c2cn1)c1ccccc1,CHEMBL3654757,8.079198618174345
1973,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC34CC5CC(C3)C(O)C(C5)C4)c2cn1)c1ccccc1,CHEMBL3639536,7.833273944419949
1974,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC(F)(F)CN3CCCC3)c2cn1)c1ccccc1,CHEMBL3654758,7.720789487398605
1975,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3CCN(C4CC4)C3)c2cn1)c1ccccc1,CHEMBL3654759,7.868060704789575
1976,CO[C@H]1CN(C(=O)c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)C[C@@H]1O,CHEMBL3654760,5.705974905904677
1977,COC(C)CNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654761,7.8735438865681955
1978,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3CCCC(O)C3)c2cn1)c1ccccc1,CHEMBL3654762,8.495121540589784
1979,COCC(O)CNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654763,7.95703092660682
1980,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)N[C@@H]3CCN(O)C3=O)c2cn1)c1ccccc1,CHEMBL3654764,6.987584625237567
1981,CC(C)CC(O)CNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654765,7.834755673874689
1982,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)NCC3(O)CCC3)c2cn1)c1ccccc1,CHEMBL3654766,7.924088238517222
1983,CNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654767,8.34332695411515
1984,CCNC(=O)c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,CHEMBL3654768,8.27777753603027
1985,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(=O)N(C)C)c2cn1)c1ccccc1,CHEMBL3654769,6.24420134302617
1986,O=C(NCc1ccc(F)cc1)Nc1cc2[nH]nc(C3CC3)c2cn1,CHEMBL3654770,7.629486910401408
1987,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccc(F)cc1,CHEMBL3654771,8.613857891069182
1988,O=C(NCc1ccccc1)Nc1cc2[nH]nc(C3CC3)c2cn1,CHEMBL3654772,7.7594507517174005
1989,CCCCNC(=O)Nc1cc2[nH]nc(C3CCC3)c2cn1,CHEMBL3654773,7.400990760176656
1990,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CCC3)c2cn1)c1ccc(F)cc1,CHEMBL3654774,8.461049437985638
1991,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CCC3)c2cn1)c1ccccc1,CHEMBL3654775,8.612254340391136
1992,O=C(NCc1ccc(F)cc1)Nc1cc2[nH]nc(C3CCC3)c2cn1,CHEMBL3654776,7.888065723667318
1993,O=C(NCc1ccccc1)Nc1cc2[nH]nc(C3CCC3)c2cn1,CHEMBL3654777,7.949620243738543
1994,O=C(NCC1CC1)Nc1cc2[nH]nc(C3CC3)c2cn1,CHEMBL3654778,7.074172425375258
1995,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CCC3)c2cn1)c1ccccn1,CHEMBL3654779,7.141884067809934
1996,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccc(Cl)cc1,CHEMBL3654780,7.984221243610959
1997,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CCC3)c2cn1)c1ccc(Cl)cc1,CHEMBL3654781,7.954677021213342
1998,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccccn1,CHEMBL3654782,6.9344202852715515
1999,O=C(Nc1cc2[nH]nc(C3CC3)c2cn1)NC1CCCOc2ccccc21,CHEMBL3654783,8.642636969384856
2000,O=C(Nc1cc2[nH]nc(C3CC3)c2cn1)N[C@@H]1CCOc2ccccc21,CHEMBL3654784,7.155088126087859
2001,COc1ccc(CNC(=O)Nc2cc3[nH]nc(C4CC4)c3cn2)cc1,CHEMBL3654785,7.220836576235501
2002,CCCCNC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1,CHEMBL3654786,7.374276090474244
2003,CCNC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1,CHEMBL3654787,6.5968794788241825
2004,COC[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccc(F)cc1,CHEMBL3654788,8.667763584508556
2005,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3(C)CC3(F)F)c2cn1)c1ccc(F)cc1,CHEMBL3654789,6.214812579970638
2006,COC[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccccc1,CHEMBL3654790,8.860750782428394
